transactionType,transactionAmount,Order Invoice Date,orderId,invoiceNumbr,Hsn Code,Marketplace Trasaction Type,cgst,sgst,igst,taxRate
Marketing Fee,-23.64,17-NOV-2025,67987900083,S0D3E8/25/1838,71171100,NCOD Vendor Invoice,0,0,10.14,0.18
Payment Collection Fee,20,17-NOV-2025,67987900083,S0D3E8/25/1838,71171100,COD Vendor Invoice,0,0,10.14,0.18
Courier Fee,60,21-NOV-2025,68054702704,S0D3E8/25/1870,71131110,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,21-NOV-2025,68054702704,S0D3E8/25/1870,71131110,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,21-NOV-2025,68054702704,S0D3E8/25/1870,71131110,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,13-NOV-2025,67906637027,S0D3E8/25/1795,71171100,COD Vendor Invoice,0,0,9.23,0.18
Marketing Fee,-28.73,13-NOV-2025,67906637027,S0D3E8/25/1795,71171100,NCOD Vendor Invoice,0,0,9.23,0.18
Payment Collection Fee,20,13-NOV-2025,67906637027,S0D3E8/25/1795,71171100,COD Vendor Invoice,0,0,9.23,0.18
Courier Fee,60,24-NOV-2025,68126057846,S0D3E8/25/1907,71171100,COD Vendor Invoice,0,0,10.14,0.18
Marketing Fee,-23.64,24-NOV-2025,68126057846,S0D3E8/25/1907,71171100,NCOD Vendor Invoice,0,0,10.14,0.18
Payment Collection Fee,20,24-NOV-2025,68126057846,S0D3E8/25/1907,71171100,COD Vendor Invoice,0,0,10.14,0.18
Courier Fee,60,13-NOV-2025,67904048133,S0D3E8/25/1793,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,13-NOV-2025,67904048133,S0D3E8/25/1793,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,13-NOV-2025,67904048133,S0D3E8/25/1793,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,24-NOV-2025,68137480353,S0D3E8/25/1918,71171100,COD Vendor Invoice,0,0,10.14,0.18
Marketing Fee,-23.64,24-NOV-2025,68137480353,S0D3E8/25/1918,71171100,NCOD Vendor Invoice,0,0,10.14,0.18
Payment Collection Fee,20,24-NOV-2025,68137480353,S0D3E8/25/1918,71171100,COD Vendor Invoice,0,0,10.14,0.18
Courier Fee,60,14-NOV-2025,67936593831,S0D3E8/25/1823,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,14-NOV-2025,67936593831,S0D3E8/25/1823,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,14-NOV-2025,67936593831,S0D3E8/25/1823,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,16-NOV-2025,67932398302,S0D3E8/25/1830,71171100,COD Vendor Invoice,0,0,9.23,0.18
Marketing Fee,-28.73,16-NOV-2025,67932398302,S0D3E8/25/1830,71171100,NCOD Vendor Invoice,0,0,9.23,0.18
Payment Collection Fee,20,16-NOV-2025,67932398302,S0D3E8/25/1830,71171100,COD Vendor Invoice,0,0,9.23,0.18
Courier Fee,60,17-NOV-2025,67968501383,S0D3E8/25/1844,71171100,COD Vendor Invoice,0,0,10.3,0.18
Marketing Fee,-22.8,17-NOV-2025,67968501383,S0D3E8/25/1844,71171100,NCOD Vendor Invoice,0,0,10.3,0.18
Payment Collection Fee,20,17-NOV-2025,67968501383,S0D3E8/25/1844,71171100,COD Vendor Invoice,0,0,10.3,0.18
Courier Fee,60,24-NOV-2025,68135211962,S0D3E8/25/1917,71171100,COD Vendor Invoice,0,0,10.14,0.18
Marketing Fee,-23.64,24-NOV-2025,68135211962,S0D3E8/25/1917,71171100,NCOD Vendor Invoice,0,0,10.14,0.18
Payment Collection Fee,20,24-NOV-2025,68135211962,S0D3E8/25/1917,71171100,COD Vendor Invoice,0,0,10.14,0.18
Courier Fee,60,21-NOV-2025,68058353245,S0D3E8/25/1873,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,21-NOV-2025,68058353245,S0D3E8/25/1873,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,21-NOV-2025,68058353245,S0D3E8/25/1873,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,22-NOV-2025,68084055020,S0D3E8/25/1887,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,22-NOV-2025,68084055020,S0D3E8/25/1887,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,22-NOV-2025,68084055020,S0D3E8/25/1887,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,19-NOV-2025,68057492060,S0D3E8/25/1865,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,19-NOV-2025,68057492060,S0D3E8/25/1865,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,19-NOV-2025,68057492060,S0D3E8/25/1865,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,22-NOV-2025,68088459028,S0D3E8/25/1891,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,22-NOV-2025,68088459028,S0D3E8/25/1891,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,22-NOV-2025,68088459028,S0D3E8/25/1891,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,24-NOV-2025,68105622312,S0D3E8/25/1897,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,24-NOV-2025,68105622312,S0D3E8/25/1897,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,24-NOV-2025,68105622312,S0D3E8/25/1897,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,19-NOV-2025,68028054814,S0D3E8/25/1854,71171100,COD Vendor Invoice,0,0,7.09,0.18
Marketing Fee,-40.59,19-NOV-2025,68028054814,S0D3E8/25/1854,71171100,NCOD Vendor Invoice,0,0,7.09,0.18
Payment Collection Fee,20,19-NOV-2025,68028054814,S0D3E8/25/1854,71171100,COD Vendor Invoice,0,0,7.09,0.18
Courier Fee,-60,14-DEC-2025,68484390368,S0D3E8/25/2112,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Marketing Fee,28.73,14-DEC-2025,68484390368,S0D3E8/25/2112,71171100,NCOD Vendor Invoice,0,0,-9.23,0.18
Payment Collection Fee,-20,14-DEC-2025,68484390368,S0D3E8/25/2112,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Courier Fee,-60,14-DEC-2025,68480949688,S0D3E8/25/2110,70181010,COD Vendor Invoice,0,0,-11.06,0.18
Marketing Fee,18.56,14-DEC-2025,68480949688,S0D3E8/25/2110,70181010,NCOD Vendor Invoice,0,0,-11.06,0.18
Payment Collection Fee,-20,14-DEC-2025,68480949688,S0D3E8/25/2110,70181010,COD Vendor Invoice,0,0,-11.06,0.18
Courier Fee,-60,14-DEC-2025,68494966867,S0D3E8/25/2116,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,14-DEC-2025,68494966867,S0D3E8/25/2116,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,14-DEC-2025,68494966867,S0D3E8/25/2116,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,60,21-NOV-2025,68076761349,S0D3E8/25/1880,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,21-NOV-2025,68076761349,S0D3E8/25/1880,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,21-NOV-2025,68076761349,S0D3E8/25/1880,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,16-NOV-2025,67964479458,S0D3E8/25/1837,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,16-NOV-2025,67964479458,S0D3E8/25/1837,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,16-NOV-2025,67964479458,S0D3E8/25/1837,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,60,22-NOV-2025,68083594135,S0D3E8/25/1886,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,22-NOV-2025,68083594135,S0D3E8/25/1886,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,22-NOV-2025,68083594135,S0D3E8/25/1886,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,60,06-NOV-2025,67749064193,S0D3E8/25/1711,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,06-NOV-2025,67749064193,S0D3E8/25/1711,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,06-NOV-2025,67749064193,S0D3E8/25/1711,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,-60,14-DEC-2025,68481680778,S0D3E8/25/2111,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,14-DEC-2025,68481680778,S0D3E8/25/2111,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,14-DEC-2025,68481680778,S0D3E8/25/2111,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,14-DEC-2025,68494884016,S0D3E8/25/2115,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Marketing Fee,53.31,14-DEC-2025,68494884016,S0D3E8/25/2115,71171100,NCOD Vendor Invoice,0,0,-4.81,0.18
Payment Collection Fee,-20,14-DEC-2025,68494884016,S0D3E8/25/2115,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Courier Fee,-60,14-DEC-2025,68498311081,S0D3E8/25/2117,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,14-DEC-2025,68498311081,S0D3E8/25/2117,71171100,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,14-DEC-2025,68498311081,S0D3E8/25/2117,71171100,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,14-DEC-2025,68479288512,S0D3E8/25/2109,70181090,COD Vendor Invoice,0,0,-10.91,0.18
Marketing Fee,19.41,14-DEC-2025,68479288512,S0D3E8/25/2109,70181090,NCOD Vendor Invoice,0,0,-10.91,0.18
Payment Collection Fee,-20,14-DEC-2025,68479288512,S0D3E8/25/2109,70181090,COD Vendor Invoice,0,0,-10.91,0.18
Courier Fee,-60,14-DEC-2025,68519007806,S0D3E8/25/2121,71171100,COD Vendor Invoice,0,0,-9.99,0.18
Marketing Fee,24.49,14-DEC-2025,68519007806,S0D3E8/25/2121,71171100,NCOD Vendor Invoice,0,0,-9.99,0.18
Payment Collection Fee,-20,14-DEC-2025,68519007806,S0D3E8/25/2121,71171100,COD Vendor Invoice,0,0,-9.99,0.18
Courier Fee,-60,14-DEC-2025,68504012969,S0D3E8/25/2118,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,14-DEC-2025,68504012969,S0D3E8/25/2118,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,14-DEC-2025,68504012969,S0D3E8/25/2118,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,15-DEC-2025,68495237697,S0D3E8/25/2125,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Marketing Fee,28.73,15-DEC-2025,68495237697,S0D3E8/25/2125,71171100,NCOD Vendor Invoice,0,0,-9.23,0.18
Payment Collection Fee,-20,15-DEC-2025,68495237697,S0D3E8/25/2125,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Courier Fee,-60,15-DEC-2025,68535597097,S0D3E8/25/2131,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Marketing Fee,53.31,15-DEC-2025,68535597097,S0D3E8/25/2131,71171100,NCOD Vendor Invoice,0,0,-4.81,0.18
Payment Collection Fee,-20,15-DEC-2025,68535597097,S0D3E8/25/2131,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Courier Fee,-60,14-DEC-2025,68493967326,S0D3E8/25/2114,71171100,COD Vendor Invoice,0,0,-9.08,0.18
Marketing Fee,29.58,14-DEC-2025,68493967326,S0D3E8/25/2114,71171100,NCOD Vendor Invoice,0,0,-9.08,0.18
Payment Collection Fee,-20,14-DEC-2025,68493967326,S0D3E8/25/2114,71171100,COD Vendor Invoice,0,0,-9.08,0.18
Courier Fee,-60,14-DEC-2025,68515164432,S0D3E8/25/2119,71131110,COD Vendor Invoice,0,0,-10.45,0.18
Marketing Fee,21.95,14-DEC-2025,68515164432,S0D3E8/25/2119,71131110,NCOD Vendor Invoice,0,0,-10.45,0.18
Payment Collection Fee,-20,14-DEC-2025,68515164432,S0D3E8/25/2119,71131110,COD Vendor Invoice,0,0,-10.45,0.18
Courier Fee,-60,14-DEC-2025,68475200164,S0D3E8/25/2108,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,14-DEC-2025,68475200164,S0D3E8/25/2108,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,14-DEC-2025,68475200164,S0D3E8/25/2108,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,14-DEC-2025,68493225119,S0D3E8/25/2113,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Marketing Fee,18.56,14-DEC-2025,68493225119,S0D3E8/25/2113,71131110,NCOD Vendor Invoice,0,0,-11.06,0.18
Payment Collection Fee,-20,14-DEC-2025,68493225119,S0D3E8/25/2113,71131110,COD Vendor Invoice,0,0,-11.06,0.18
Courier Fee,-60,14-DEC-2025,68515637326,S0D3E8/25/2120,71131110,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,14-DEC-2025,68515637326,S0D3E8/25/2120,71131110,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,14-DEC-2025,68515637326,S0D3E8/25/2120,71131110,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,60,22-NOV-2025,68080521558,S0D3E8/25/1882,71131110,COD Vendor Invoice,0,0,10.3,0.18
Marketing Fee,-22.8,22-NOV-2025,68080521558,S0D3E8/25/1882,71131110,NCOD Vendor Invoice,0,0,10.3,0.18
Payment Collection Fee,20,22-NOV-2025,68080521558,S0D3E8/25/1882,71131110,COD Vendor Invoice,0,0,10.3,0.18
Courier Fee,60,28-NOV-2025,68184771965,S0D3E8/25/1935,71171100,COD Vendor Invoice,0,0,10.75,0.18
Marketing Fee,-20.25,28-NOV-2025,68184771965,S0D3E8/25/1935,71171100,NCOD Vendor Invoice,0,0,10.75,0.18
Payment Collection Fee,20,28-NOV-2025,68184771965,S0D3E8/25/1935,71171100,COD Vendor Invoice,0,0,10.75,0.18
Courier Fee,-60,15-DEC-2025,68519432426,S0D3E8/25/2128,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,15-DEC-2025,68519432426,S0D3E8/25/2128,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,15-DEC-2025,68519432426,S0D3E8/25/2128,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,15-DEC-2025,68501916837,S0D3E8/25/2127,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Marketing Fee,20.25,15-DEC-2025,68501916837,S0D3E8/25/2127,71171100,NCOD Vendor Invoice,0,0,-10.75,0.18
Payment Collection Fee,-20,15-DEC-2025,68501916837,S0D3E8/25/2127,71171100,COD Vendor Invoice,0,0,-10.75,0.18
Courier Fee,-60,15-DEC-2025,68523341892,S0D3E8/25/2129,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,15-DEC-2025,68523341892,S0D3E8/25/2129,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,15-DEC-2025,68523341892,S0D3E8/25/2129,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,15-DEC-2025,68531920045,S0D3E8/25/2130,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,15-DEC-2025,68531920045,S0D3E8/25/2130,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,15-DEC-2025,68531920045,S0D3E8/25/2130,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,15-DEC-2025,68495615182,S0D3E8/25/2126,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,15-DEC-2025,68495615182,S0D3E8/25/2126,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,15-DEC-2025,68495615182,S0D3E8/25/2126,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,16-DEC-2025,68539349527,S0D3E8/25/2140,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,16-DEC-2025,68539349527,S0D3E8/25/2140,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,16-DEC-2025,68539349527,S0D3E8/25/2140,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,16-DEC-2025,68531012786,S0D3E8/25/2135,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Marketing Fee,28.73,16-DEC-2025,68531012786,S0D3E8/25/2135,71171100,NCOD Vendor Invoice,0,0,-9.23,0.18
Payment Collection Fee,-20,16-DEC-2025,68531012786,S0D3E8/25/2135,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Courier Fee,-60,16-DEC-2025,68534338831,S0D3E8/25/2137,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,16-DEC-2025,68534338831,S0D3E8/25/2137,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,16-DEC-2025,68534338831,S0D3E8/25/2137,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,17-DEC-2025,68574174441,S0D3E8/25/2149,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Marketing Fee,26.19,17-DEC-2025,68574174441,S0D3E8/25/2149,71131110,NCOD Vendor Invoice,0,0,-9.69,0.18
Payment Collection Fee,-20,17-DEC-2025,68574174441,S0D3E8/25/2149,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Courier Fee,-60,16-DEC-2025,68545297946,S0D3E8/25/2142,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,16-DEC-2025,68545297946,S0D3E8/25/2142,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,16-DEC-2025,68545297946,S0D3E8/25/2142,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,16-DEC-2025,68534139785,S0D3E8/25/2136,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,16-DEC-2025,68534139785,S0D3E8/25/2136,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,16-DEC-2025,68534139785,S0D3E8/25/2136,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,16-DEC-2025,68538932231,S0D3E8/25/2139,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,16-DEC-2025,68538932231,S0D3E8/25/2139,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,16-DEC-2025,68538932231,S0D3E8/25/2139,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,16-DEC-2025,68572131698,S0D3E8/25/2148,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,16-DEC-2025,68572131698,S0D3E8/25/2148,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,16-DEC-2025,68572131698,S0D3E8/25/2148,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,16-DEC-2025,68571978131,S0D3E8/25/2147,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,16-DEC-2025,68571978131,S0D3E8/25/2147,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,16-DEC-2025,68571978131,S0D3E8/25/2147,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,16-DEC-2025,68572213514,S0D3E8/25/2148,70181090,COD Vendor Invoice,0,0,-9.53,0.18
Marketing Fee,27.03,16-DEC-2025,68572213514,S0D3E8/25/2148,70181090,NCOD Vendor Invoice,0,0,-9.53,0.18
Payment Collection Fee,-20,16-DEC-2025,68572213514,S0D3E8/25/2148,70181090,COD Vendor Invoice,0,0,-9.53,0.18
Courier Fee,-60,16-DEC-2025,68548586436,S0D3E8/25/2143,71131110,COD Vendor Invoice,0,0,-6.33,0.18
Marketing Fee,44.83,16-DEC-2025,68548586436,S0D3E8/25/2143,71131110,NCOD Vendor Invoice,0,0,-6.33,0.18
Payment Collection Fee,-20,16-DEC-2025,68548586436,S0D3E8/25/2143,71131110,COD Vendor Invoice,0,0,-6.33,0.18
Courier Fee,60,24-NOV-2025,68105319623,S0D3E8/25/1896,71171100,COD Vendor Invoice,0,0,10.91,0.18
Marketing Fee,-19.41,24-NOV-2025,68105319623,S0D3E8/25/1896,71171100,NCOD Vendor Invoice,0,0,10.91,0.18
Payment Collection Fee,20,24-NOV-2025,68105319623,S0D3E8/25/1896,71171100,COD Vendor Invoice,0,0,10.91,0.18
Courier Fee,-60,15-DEC-2025,68494116222,S0D3E8/25/2123,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Marketing Fee,54.15,15-DEC-2025,68494116222,S0D3E8/25/2123,71171100,NCOD Vendor Invoice,0,0,-4.65,0.18
Payment Collection Fee,-20,15-DEC-2025,68494116222,S0D3E8/25/2123,71171100,COD Vendor Invoice,0,0,-4.65,0.18
Courier Fee,-60,15-DEC-2025,68485851668,S0D3E8/25/2122,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,15-DEC-2025,68485851668,S0D3E8/25/2122,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,15-DEC-2025,68485851668,S0D3E8/25/2122,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,15-DEC-2025,68537493709,S0D3E8/25/2132,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,15-DEC-2025,68537493709,S0D3E8/25/2132,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,15-DEC-2025,68537493709,S0D3E8/25/2132,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,16-DEC-2025,68568887966,S0D3E8/25/2145,71131110,COD Vendor Invoice,0,0,-5.26,0.18
Marketing Fee,50.76,16-DEC-2025,68568887966,S0D3E8/25/2145,71131110,NCOD Vendor Invoice,0,0,-5.26,0.18
Payment Collection Fee,-20,16-DEC-2025,68568887966,S0D3E8/25/2145,71131110,COD Vendor Invoice,0,0,-5.26,0.18
Courier Fee,-60,16-DEC-2025,68535649927,S0D3E8/25/2138,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,16-DEC-2025,68535649927,S0D3E8/25/2138,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,16-DEC-2025,68535649927,S0D3E8/25/2138,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,15-DEC-2025,68544270449,S0D3E8/25/2133,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Marketing Fee,26.19,15-DEC-2025,68544270449,S0D3E8/25/2133,71131110,NCOD Vendor Invoice,0,0,-9.69,0.18
Payment Collection Fee,-20,15-DEC-2025,68544270449,S0D3E8/25/2133,71131110,COD Vendor Invoice,0,0,-9.69,0.18
Courier Fee,-60,16-DEC-2025,68541833306,S0D3E8/25/2141,70181010,COD Vendor Invoice,0,0,-6.33,0.18
Marketing Fee,44.83,16-DEC-2025,68541833306,S0D3E8/25/2141,70181010,NCOD Vendor Invoice,0,0,-6.33,0.18
Payment Collection Fee,-20,16-DEC-2025,68541833306,S0D3E8/25/2141,70181010,COD Vendor Invoice,0,0,-6.33,0.18
Courier Fee,-60,15-DEC-2025,68494479745,S0D3E8/25/2124,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Marketing Fee,45.68,15-DEC-2025,68494479745,S0D3E8/25/2124,71171100,NCOD Vendor Invoice,0,0,-6.18,0.18
Payment Collection Fee,-20,15-DEC-2025,68494479745,S0D3E8/25/2124,71171100,COD Vendor Invoice,0,0,-6.18,0.18
Courier Fee,-60,16-DEC-2025,68547603748,S0D3E8/25/2134,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,16-DEC-2025,68547603748,S0D3E8/25/2134,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,16-DEC-2025,68547603748,S0D3E8/25/2134,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,16-DEC-2025,68554170956,S0D3E8/25/2144,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Marketing Fee,28.73,16-DEC-2025,68554170956,S0D3E8/25/2144,71171100,NCOD Vendor Invoice,0,0,-9.23,0.18
Payment Collection Fee,-20,16-DEC-2025,68554170956,S0D3E8/25/2144,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Courier Fee,-60,16-DEC-2025,68569332366,S0D3E8/25/2146,71171100,COD Vendor Invoice,0,0,-9.69,0.18
Marketing Fee,26.19,16-DEC-2025,68569332366,S0D3E8/25/2146,71171100,NCOD Vendor Invoice,0,0,-9.69,0.18
Payment Collection Fee,-20,16-DEC-2025,68569332366,S0D3E8/25/2146,71171100,COD Vendor Invoice,0,0,-9.69,0.18
Courier Fee,60,16-NOV-2025,67936424487,S0D3E8/25/1832,70181090,COD Vendor Invoice,0,0,9.38,0.18
Marketing Fee,-27.88,16-NOV-2025,67936424487,S0D3E8/25/1832,70181090,NCOD Vendor Invoice,0,0,9.38,0.18
Payment Collection Fee,20,16-NOV-2025,67936424487,S0D3E8/25/1832,70181090,COD Vendor Invoice,0,0,9.38,0.18
Courier Fee,-60,17-DEC-2025,68566458226,S0D3E8/25/2155,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Marketing Fee,25.34,17-DEC-2025,68566458226,S0D3E8/25/2155,71171100,NCOD Vendor Invoice,0,0,-9.84,0.18
Payment Collection Fee,-20,17-DEC-2025,68566458226,S0D3E8/25/2155,71171100,COD Vendor Invoice,0,0,-9.84,0.18
Courier Fee,-60,17-DEC-2025,68560772770,S0D3E8/25/2154,70181010,COD Vendor Invoice,0,0,-6.33,0.18
Marketing Fee,44.83,17-DEC-2025,68560772770,S0D3E8/25/2154,70181010,NCOD Vendor Invoice,0,0,-6.33,0.18
Payment Collection Fee,-20,17-DEC-2025,68560772770,S0D3E8/25/2154,70181010,COD Vendor Invoice,0,0,-6.33,0.18
Courier Fee,-60,17-DEC-2025,68566632573,S0D3E8/25/2156,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Marketing Fee,28.73,17-DEC-2025,68566632573,S0D3E8/25/2156,71171100,NCOD Vendor Invoice,0,0,-9.23,0.18
Payment Collection Fee,-20,17-DEC-2025,68566632573,S0D3E8/25/2156,71171100,COD Vendor Invoice,0,0,-9.23,0.18
Courier Fee,-60,17-DEC-2025,68588890918,S0D3E8/25/2161,71171100,COD Vendor Invoice,0,0,-4.81,0.18
Marketing Fee,53.31,17-DEC-2025,68588890918,S0D3E8/25/2161,71171100,NCOD Vendor Invoice,0,0,-4.81,0.18
